#YYYY MM DD HH MM P(mm) PET(mm)
2009 11  3 14  0 0.00000 0.09213
2009 11  3 15  0 0.05660 0.16087
2009 11  3 16  0 0.00000 0.21868
2009 11  3 17  0 2.50943 0.19442
2009 11  3 18  0 0.39622 0.09306
2009 11  3 19  0 0.05660 0.06113
2009 11  3 20  0 0.11320 0.07036
2009 11  3 21  0 2.16981 0.05264
2009 11  3 22  0 0.15094 0.02017
2009 11  3 23  0 0.00000 0.00748
2009 11  4  0  0 0.00000 0.00285
2009 11  4  1  0 0.00000 0.00000
2009 11  4  2  0 0.00000 0.00000
2009 11  4  3  0 0.00000 0.00000
2009 11  4  4  0 0.00000 0.00000
2009 11  4  5  0 0.00000 0.00000
2009 11  4  6  0 0.00000 0.00000
2009 11  4  7  0 0.00000 0.00000
2009 11  4  8  0 0.00000 0.00000
2009 11  4  9  0 0.00000 0.00000
2009 11  4 10  0 0.05660 0.00000
2009 11  4 11  0 0.00000 0.00000
2009 11  4 12  0 0.00000 0.00908
2009 11  4 13  0 0.00000 0.04496
2009 11  4 14  0 0.00000 0.10794
2009 11  4 15  0 0.00000 0.12490
2009 11  4 16  0 0.00000 0.13720
2009 11  4 17  0 0.00000 0.21248
2009 11  4 18  0 0.00000 0.31694
2009 11  4 19  0 0.00000 0.40498
2009 11  4 20  0 0.05660 0.23468
2009 11  4 21  0 0.00000 0.13190
2009 11  4 22  0 0.05660 0.08394
2009 11  4 23  0 0.00000 0.02494
2009 11  5  0  0 0.00000 0.00394
2009 11  5  1  0 0.00000 0.00000
2009 11  5  2  0 0.00000 0.00000
2009 11  5  3  0 0.00000 0.00000
2009 11  5  4  0 0.00000 0.00000
2009 11  5  5  0 0.00000 0.00000
2009 11  5  6  0 0.00000 0.00000
2009 11  5  7  0 0.00000 0.00000
2009 11  5  8  0 0.00000 0.00000
2009 11  5  9  0 0.00000 0.00000
2009 11  5 10  0 0.00000 0.00000
2009 11  5 11  0 0.05660 0.00001
2009 11  5 12  0 0.00000 0.01926
2009 11  5 13  0 0.00000 0.06974
2009 11  5 14  0 0.00000 0.16492
2009 11  5 15  0 0.00000 0.19824
2009 11  5 16  0 0.00000 0.31676
2009 11  5 17  0 0.00000 0.36336
2009 11  5 18  0 0.00000 0.43416
2009 11  5 19  0 0.00000 0.45466
2009 11  5 20  0 0.00000 0.20779
2009 11  5 21  0 6.79246 0.06886
2009 11  5 22  0 0.15094 0.02761
2009 11  5 23  0 0.09434 0.00388
2009 11  6  0  0 0.00000 0.00150
2009 11  6  1  0 0.00000 0.00000
2009 11  6  2  0 0.00000 0.00000
2009 11  6  3  0 0.00000 0.00000
2009 11  6  4  0 0.05660 0.00000
2009 11  6  5  0 0.00000 0.00000
2009 11  6  6  0 0.00000 0.00000
2009 11  6  7  0 0.00000 0.00000
2009 11  6  8  0 0.00000 0.00000
2009 11  6  9  0 0.00000 0.00000
2009 11  6 10  0 0.00000 0.00000
2009 11  6 11  0 0.00000 0.00000
2009 11  6 12  0 0.00000 0.00298
2009 11  6 13  0 0.00000 0.03566
2009 11  6 14  0 0.00000 0.08458
2009 11  6 15  0 0.00000 0.11590
2009 11  6 16  0 0.00000 0.16314
2009 11  6 17  0 0.00000 0.26864
2009 11  6 18  0 0.00000 0.25060
2009 11  6 19  0 0.00000 0.13676
2009 11  6 20  0 0.00000 0.06911
2009 11  6 21  0 0.00000 0.05325
2009 11  6 22  0 0.00000 0.03776
2009 11  6 23  0 0.00000 0.01898
2009 11  7  0  0 0.00000 0.00487
2009 11  7  1  0 0.00000 0.00000
2009 11  7  2  0 0.00000 0.00000
2009 11  7  3  0 0.00000 0.00000
2009 11  7  4  0 0.00000 0.00000
2009 11  7  5  0 0.00000 0.00000
2009 11  7  6  0 0.00000 0.00000
2009 11  7  7  0 0.00000 0.00000
2009 11  7  8  0 0.00000 0.00000
2009 11  7  9  0 0.00000 0.00000
2009 11  7 10  0 0.00000 0.00000
2009 11  7 11  0 0.00000 0.00002
2009 11  7 12  0 0.00000 0.01281
2009 11  7 13  0 0.00000 0.08919
2009 11  7 14  0 0.00000 0.25330
2009 11  7 15  0 0.00000 0.39194
2009 11  7 16  0 0.00000 0.45372
2009 11  7 17  0 0.00000 0.29429
2009 11  7 18  0 0.00000 0.09510
2009 11  7 19  0 0.00000 0.07377
2009 11  7 20  0 0.00000 0.16321
2009 11  7 21  0 0.00000 0.27476
2009 11  7 22  0 0.00000 0.16791
2009 11  7 23  0 0.00000 0.03229
2009 11  8  0  0 0.00000 0.00178
2009 11  8  1  0 0.00000 0.00001
2009 11  8  2  0 0.00000 0.00000
2009 11  8  3  0 0.09434 0.00000
2009 11  8  4  0 0.00000 0.00000
2009 11  8  5  0 1.92453 0.00000
2009 11  8  6  0 0.47170 0.00000
2009 11  8  7  0 0.00000 0.00000
2009 11  8  8  0 0.00000 0.00000
2009 11  8  9  0 0.00000 0.00000
2009 11  8 10  0 0.00000 0.00000
2009 11  8 11  0 0.00000 0.00000
2009 11  8 12  0 0.00000 0.00645
2009 11  8 13  0 0.05660 0.02722
2009 11  8 14  0 0.00000 0.05203
2009 11  8 15  0 0.00000 0.17539
2009 11  8 16  0 0.00000 0.32582
2009 11  8 17  0 1.24528 0.30522
2009 11  8 18  0 5.37736 0.11266
2009 11  8 19  0 1.54716 0.02127
2009 11  8 20  0 0.09434 0.05125
2009 11  8 21  0 0.35848 0.09502
2009 11  8 22  0 0.49056 0.07718
2009 11  8 23  0 0.16980 0.02517
2009 11  9  0  0 1.15094 0.00220
2009 11  9  1  0 0.77358 0.00000
2009 11  9  2  0 0.00000 0.00000
2009 11  9  3  0 0.00000 0.00000
2009 11  9  4  0 0.00000 0.00000
2009 11  9  5  0 0.00000 0.00000
2009 11  9  6  0 0.00000 0.00000
2009 11  9  7  0 0.00000 0.00000
2009 11  9  8  0 0.00000 0.00000
2009 11  9  9  0 0.00000 0.00000
2009 11  9 10  0 0.00000 0.00000
2009 11  9 11  0 0.00000 0.00000
2009 11  9 12  0 0.00000 0.01124
2009 11  9 13  0 0.00000 0.07382
2009 11  9 14  0 0.00000 0.15979
2009 11  9 15  0 0.00000 0.22689
2009 11  9 16  0 0.00000 0.30648
2009 11  9 17  0 0.00000 0.24855
2009 11  9 18  0 0.00000 0.19600
2009 11  9 19  0 0.00000 0.42102
2009 11  9 20  0 0.00000 0.34620
2009 11  9 21  0 0.00000 0.14935
2009 11  9 22  0 0.00000 0.06520
2009 11  9 23  0 0.00000 0.02439
2009 11 10  0  0 0.00000 0.00552
2009 11 10  1  0 0.00000 0.00000
2009 11 10  2  0 0.00000 0.00000
2009 11 10  3  0 0.00000 0.00000
2009 11 10  4  0 0.00000 0.00000
2009 11 10  5  0 0.00000 0.00000
2009 11 10  6  0 0.00000 0.00000
2009 11 10  7  0 0.00000 0.00000
2009 11 10  8  0 0.05660 0.00000
2009 11 10  9  0 0.00000 0.00000
2009 11 10 10  0 0.00000 0.00000
2009 11 10 11  0 0.00000 0.00002
2009 11 10 12  0 0.00000 0.01441
2009 11 10 13  0 0.00000 0.03506
2009 11 10 14  0 0.00000 0.12376
2009 11 10 15  0 0.00000 0.25019
2009 11 10 16  0 0.00000 0.28832
2009 11 10 17  0 0.05660 0.29435
2009 11 10 18  0 0.05660 0.29573
2009 11 10 19  0 0.00000 0.34486
2009 11 10 20  0 0.20754 0.23422
2009 11 10 21  0 10.96227 0.05980
2009 11 10 22  0 0.60376 0.00336
2009 11 10 23  0 0.15094 0.00158
2009 11 11  0  0 0.00000 0.00060
2009 11 11  1  0 0.00000 0.00000
2009 11 11  2  0 0.00000 0.00000
2009 11 11  3  0 0.00000 0.00000
2009 11 11  4  0 0.00000 0.00000
2009 11 11  5  0 0.00000 0.00000
2009 11 11  6  0 0.00000 0.00000
2009 11 11  7  0 0.00000 0.00000
2009 11 11  8  0 0.00000 0.00000
2009 11 11  9  0 0.00000 0.00000
2009 11 11 10  0 0.00000 0.00000
2009 11 11 11  0 0.00000 0.00000
2009 11 11 12  0 0.00000 0.01010
2009 11 11 13  0 0.00000 0.04905
2009 11 11 14  0 0.05660 0.06352
2009 11 11 15  0 0.00000 0.22106
2009 11 11 16  0 0.00000 0.23448
2009 11 11 17  0 0.00000 0.15402
2009 11 11 18  0 1.09434 0.11170
2009 11 11 19  0 0.28302 0.08394
2009 11 11 20  0 0.49056 0.04910
2009 11 11 21  0 0.05660 0.02121
2009 11 11 22  0 0.05660 0.01568
2009 11 11 23  0 0.05660 0.01390
2009 11 12  0  0 0.00000 0.00461
2009 11 12  1  0 0.00000 0.00000
2009 11 12  2  0 0.00000 0.00000
2009 11 12  3  0 0.77358 0.00000
2009 11 12  4  0 0.05660 0.00000
2009 11 12  5  0 0.00000 0.00000
2009 11 12  6  0 0.05660 0.00000
2009 11 12  7  0 0.00000 0.00000
2009 11 12  8  0 0.56604 0.00000
2009 11 12  9  0 3.98112 0.00000
2009 11 12 10  0 1.67924 0.00000
2009 11 12 11  0 0.11320 0.00000
2009 11 12 12  0 0.00000 0.00575
2009 11 12 13  0 1.39622 0.04670
2009 11 12 14  0 0.49056 0.06512
2009 11 12 15  0 0.00000 0.15671
2009 11 12 16  0 0.00000 0.27118
2009 11 12 17  0 4.60377 0.16440
2009 11 12 18  0 1.09434 0.04288
2009 11 12 19  0 1.00000 0.01315
2009 11 12 20  0 0.20754 0.01704
2009 11 12 21  0 0.05660 0.02849
2009 11 12 22  0 0.00000 0.02464
2009 11 12 23  0 0.00000 0.01058
2009 11 13  0  0 0.00000 0.00184
2009 11 13  1  0 0.00000 0.00000
2009 11 13  2  0 0.00000 0.00000
2009 11 13  3  0 0.00000 0.00000
2009 11 13  4  0 0.00000 0.00000
2009 11 13  5  0 0.00000 0.00000
2009 11 13  6  0 0.00000 0.00000
2009 11 13  7  0 0.00000 0.00000
2009 11 13  8  0 0.00000 0.00000
2009 11 13  9  0 0.00000 0.00000
2009 11 13 10  0 0.00000 0.00000
2009 11 13 11  0 0.00000 0.00000
2009 11 13 12  0 0.00000 0.00969
2009 11 13 13  0 0.00000 0.06028
2009 11 13 14  0 0.00000 0.17836
2009 11 13 15  0 0.05660 0.27228
2009 11 13 16  0 0.47170 0.23240
2009 11 13 17  0 0.77358 0.27473
2009 11 13 18  0 0.00000 0.32803
2009 11 13 19  0 0.15094 0.33814
2009 11 13 20  0 0.00000 0.18946
2009 11 13 21  0 0.00000 0.06907
2009 11 13 22  0 0.00000 0.04318
2009 11 13 23  0 0.05660 0.01698
2009 11 14  0  0 0.00000 0.00166
2009 11 14  1  0 0.09434 0.00000
2009 11 14  2  0 0.00000 0.00000
2009 11 14  3  0 0.35848 0.00000
2009 11 14  4  0 0.00000 0.00000
2009 11 14  5  0 0.45282 0.00000
2009 11 14  6  0 1.96226 0.00000
2009 11 14  7  0 2.09434 0.00000
2009 11 14  8  0 0.16980 0.00000
2009 11 14  9  0 0.09434 0.00000
2009 11 14 10  0 0.11320 0.00000
2009 11 14 11  0 0.00000 0.00000
2009 11 14 12  0 0.05660 0.00870
2009 11 14 13  0 0.00000 0.06279
2009 11 14 14  0 0.00000 0.17322
2009 11 14 15  0 0.00000 0.27496
2009 11 14 16  0 0.00000 0.24823
2009 11 14 17  0 2.11321 0.16210
2009 11 14 18  0 0.05660 0.12107
2009 11 14 19  0 1.49056 0.14364
2009 11 14 20  0 1.69810 0.08363
2009 11 14 21  0 0.00000 0.03622
2009 11 14 22  0 0.00000 0.03644
2009 11 14 23  0 0.00000 0.02029
2009 11 15  0  0 0.00000 0.00387
2009 11 15  1  0 0.00000 0.00000
2009 11 15  2  0 0.00000 0.00000
2009 11 15  3  0 0.00000 0.00000
2009 11 15  4  0 0.00000 0.00000
2009 11 15  5  0 0.05660 0.00000
2009 11 15  6  0 0.00000 0.00000
2009 11 15  7  0 0.00000 0.00000
2009 11 15  8  0 0.00000 0.00000
2009 11 15  9  0 0.00000 0.00000
2009 11 15 10  0 0.00000 0.00000
2009 11 15 11  0 0.00000 0.00000
2009 11 15 12  0 0.00000 0.00684
2009 11 15 13  0 0.00000 0.04548
2009 11 15 14  0 0.00000 0.07041
2009 11 15 15  0 0.00000 0.04556
2009 11 15 16  0 0.15094 0.02547
2009 11 15 17  0 0.00000 0.03096
2009 11 15 18  0 0.00000 0.05156
2009 11 15 19  0 0.00000 0.09956
2009 11 15 20  0 0.00000 0.17424
2009 11 15 21  0 0.09434 0.16238
2009 11 15 22  0 0.00000 0.09441
2009 11 15 23  0 0.00000 0.02938
2009 11 16  0  0 0.18868 0.00211
2009 11 16  1  0 0.00000 0.00000
2009 11 16  2  0 0.00000 0.00000
2009 11 16  3  0 0.00000 0.00000
2009 11 16  4  0 0.00000 0.00000
2009 11 16  5  0 0.00000 0.00000
2009 11 16  6  0 0.00000 0.00000
2009 11 16  7  0 0.00000 0.00000
2009 11 16  8  0 0.00000 0.00000
2009 11 16  9  0 0.00000 0.00000
2009 11 16 10  0 0.00000 0.00000
2009 11 16 11  0 0.05660 0.00000
2009 11 16 12  0 0.33962 0.00409
2009 11 16 13  0 0.67924 0.01478
2009 11 16 14  0 0.05660 0.01802
2009 11 16 15  0 0.00000 0.02268
2009 11 16 16  0 0.83018 0.02991
2009 11 16 17  0 0.81132 0.02150
2009 11 16 18  0 0.24528 0.01264
2009 11 16 19  0 0.05660 0.02706
2009 11 16 20  0 0.00000 0.05679
2009 11 16 21  0 0.00000 0.10218
2009 11 16 22  0 0.00000 0.09830
2009 11 16 23  0 0.00000 0.04153
2009 11 17  0  0 0.00000 0.00604
2009 11 17  1  0 0.00000 0.00000
2009 11 17  2  0 0.00000 0.00000
2009 11 17  3  0 0.00000 0.00000
2009 11 17  4  0 0.00000 0.00000
2009 11 17  5  0 0.00000 0.00000
2009 11 17  6  0 0.00000 0.00000
2009 11 17  7  0 0.00000 0.00000
2009 11 17  8  0 0.00000 0.00000
2009 11 17  9  0 0.00000 0.00000
2009 11 17 10  0 0.00000 0.00000
2009 11 17 11  0 0.00000 0.00000
2009 11 17 12  0 0.00000 0.00810
2009 11 17 13  0 0.00000 0.06956
2009 11 17 14  0 0.00000 0.14418
2009 11 17 15  0 0.05660 0.24196
2009 11 17 16  0 0.37736 0.18345
2009 11 17 17  0 0.00000 0.17818
2009 11 17 18  0 0.00000 0.35128
2009 11 17 19  0 0.30188 0.32074
2009 11 17 20  0 0.00000 0.15442
2009 11 17 21  0 0.00000 0.09074
2009 11 17 22  0 0.05660 0.09212
2009 11 17 23  0 0.52830 0.04521
2009 11 18  0  0 0.00000 0.00582
2009 11 18  1  0 0.00000 0.00000
2009 11 18  2  0 0.00000 0.00000
2009 11 18  3  0 0.00000 0.00000
2009 11 18  4  0 0.00000 0.00000
2009 11 18  5  0 0.00000 0.00000
2009 11 18  6  0 0.00000 0.00000
2009 11 18  7  0 0.00000 0.00000
2009 11 18  8  0 0.00000 0.00000
2009 11 18  9  0 0.11320 0.00000
2009 11 18 10  0 0.05660 0.00000
2009 11 18 11  0 0.00000 0.00000
2009 11 18 12  0 0.00000 0.00521
2009 11 18 13  0 0.00000 0.07976
2009 11 18 14  0 3.58490 0.09870
2009 11 18 15  0 0.15094 0.10506
2009 11 18 16  0 0.00000 0.11976
2009 11 18 17  0 0.00000 0.25454
2009 11 18 18  0 0.15094 0.27026
2009 11 18 19  0 0.00000 0.20554
2009 11 18 20  0 0.05660 0.18591
2009 11 18 21  0 0.00000 0.11255
2009 11 18 22  0 0.00000 0.04453
2009 11 18 23  0 0.00000 0.02026
2009 11 19  0  0 0.00000 0.00560
2009 11 19  1  0 0.00000 0.00002
2009 11 19  2  0 0.05660 0.00000
2009 11 19  3  0 0.11320 0.00000
2009 11 19  4  0 0.49056 0.00000
2009 11 19  5  0 0.00000 0.00000
2009 11 19  6  0 0.00000 0.00000
2009 11 19  7  0 0.00000 0.00000
2009 11 19  8  0 0.00000 0.00000
2009 11 19  9  0 0.00000 0.00000
2009 11 19 10  0 0.00000 0.00000
2009 11 19 11  0 0.05660 0.00000
2009 11 19 12  0 0.00000 0.00201
2009 11 19 13  0 0.00000 0.01014
2009 11 19 14  0 0.00000 0.08270
2009 11 19 15  0 0.00000 0.20002
2009 11 19 16  0 0.00000 0.25101
2009 11 19 17  0 0.00000 0.22436
2009 11 19 18  0 0.00000 0.23181
2009 11 19 19  0 0.00000 0.39644
2009 11 19 20  0 0.00000 0.28772
2009 11 19 21  0 0.11320 0.10063
2009 11 19 22  0 0.00000 0.05072
2009 11 19 23  0 0.00000 0.02692
2009 11 20  0  0 0.00000 0.00601
2009 11 20  1  0 0.00000 0.00004
2009 11 20  2  0 0.00000 0.00000
2009 11 20  3  0 0.00000 0.00000
2009 11 20  4  0 0.00000 0.00000
2009 11 20  5  0 0.00000 0.00000
2009 11 20  6  0 0.00000 0.00000
2009 11 20  7  0 0.00000 0.00000
2009 11 20  8  0 0.00000 0.00000
2009 11 20  9  0 0.05660 0.00000
2009 11 20 10  0 0.00000 0.00000
2009 11 20 11  0 0.00000 0.00000
2009 11 20 12  0 0.00000 0.01377
2009 11 20 13  0 0.00000 0.05224
2009 11 20 14  0 0.00000 0.14520
2009 11 20 15  0 0.09434 0.17728
2009 11 20 16  0 0.54716 0.19707
2009 11 20 17  0 0.43396 0.32940
2009 11 20 18  0 0.00000 0.49894
2009 11 20 19  0 0.20754 0.42136
2009 11 20 20  0 0.00000 0.17236
2009 11 20 21  0 0.00000 0.07437
2009 11 20 22  0 0.00000 0.10618
2009 11 20 23  0 0.00000 0.05543
2009 11 21  0  0 0.00000 0.00528
2009 11 21  1  0 0.00000 0.00004
2009 11 21  2  0 0.00000 0.00000
2009 11 21  3  0 0.00000 0.00000
2009 11 21  4  0 0.00000 0.00000
2009 11 21  5  0 0.00000 0.00000
2009 11 21  6  0 0.00000 0.00000
2009 11 21  7  0 0.00000 0.00000
2009 11 21  8  0 0.00000 0.00000
2009 11 21  9  0 0.00000 0.00000
2009 11 21 10  0 0.00000 0.00000
2009 11 21 11  0 0.00000 0.00000
2009 11 21 12  0 0.00000 0.00638
2009 11 21 13  0 0.11320 0.03263
2009 11 21 14  0 0.00000 0.10390
2009 11 21 15  0 0.00000 0.15607
2009 11 21 16  0 0.00000 0.30169
2009 11 21 17  0 0.00000 0.24616
2009 11 21 18  0 0.00000 0.17801
2009 11 21 19  0 0.00000 0.24376
2009 11 21 20  0 0.00000 0.19651
2009 11 21 21  0 0.00000 0.08377
2009 11 21 22  0 0.11320 0.02992
2009 11 21 23  0 0.11320 0.00962
2009 11 22  0  0 0.24528 0.00116
2009 11 22  1  0 0.00000 0.00000
2009 11 22  2  0 0.00000 0.00000
2009 11 22  3  0 0.15094 0.00000
2009 11 22  4  0 0.00000 0.00000
2009 11 22  5  0 0.11320 0.00000
2009 11 22  6  0 0.15094 0.00000
2009 11 22  7  0 0.30188 0.00000
2009 11 22  8  0 0.11320 0.00000
2009 11 22  9  0 0.39622 0.00000
2009 11 22 10  0 0.11320 0.00000
2009 11 22 11  0 0.00000 0.00000
2009 11 22 12  0 0.00000 0.01480
2009 11 22 13  0 0.00000 0.07016
2009 11 22 14  0 0.00000 0.10952
2009 11 22 15  0 0.00000 0.21184
2009 11 22 16  0 0.00000 0.33232
2009 11 22 17  0 0.00000 0.41116
2009 11 22 18  0 0.15094 0.25595
2009 11 22 19  0 0.05660 0.13442
2009 11 22 20  0 0.52830 0.11328
2009 11 22 21  0 0.00000 0.09496
2009 11 22 22  0 0.05660 0.05484
2009 11 22 23  0 0.00000 0.01534
2009 11 23  0  0 0.00000 0.00144
2009 11 23  1  0 0.00000 0.00000
2009 11 23  2  0 0.00000 0.00000
2009 11 23  3  0 0.00000 0.00000
2009 11 23  4  0 0.00000 0.00000
2009 11 23  5  0 0.00000 0.00000
2009 11 23  6  0 0.00000 0.00000
2009 11 23  7  0 0.00000 0.00000
2009 11 23  8  0 0.00000 0.00000
2009 11 23  9  0 0.00000 0.00000
2009 11 23 10  0 0.05660 0.00000
2009 11 23 11  0 0.00000 0.00000
2009 11 23 12  0 1.16980 0.00177
2009 11 23 13  0 0.05660 0.00760
2009 11 23 14  0 0.45282 0.02231
2009 11 23 15  0 0.16980 0.04713
2009 11 23 16  0 0.05660 0.07292
2009 11 23 17  0 0.00000 0.08850
2009 11 23 18  0 0.26414 0.09102
2009 11 23 19  0 0.05660 0.08610
2009 11 23 20  0 0.00000 0.08224
2009 11 23 21  0 0.00000 0.06856
2009 11 23 22  0 0.05660 0.03760
2009 11 23 23  0 0.00000 0.01197
2009 11 24  0  0 0.00000 0.00186
2009 11 24  1  0 0.00000 0.00000
2009 11 24  2  0 0.28302 0.00000
2009 11 24  3  0 0.58490 0.00000
2009 11 24  4  0 1.09434 0.00000
2009 11 24  5  0 0.62264 0.00000
2009 11 24  6  0 0.00000 0.00000
2009 11 24  7  0 0.00000 0.00000
2009 11 24  8  0 0.00000 0.00000
2009 11 24  9  0 0.00000 0.00000
2009 11 24 10  0 0.00000 0.00000
2009 11 24 11  0 0.00000 0.00000
2009 11 24 12  0 0.00000 0.00969
2009 11 24 13  0 0.00000 0.07378
2009 11 24 14  0 0.00000 0.15676
2009 11 24 15  0 0.00000 0.15605
2009 11 24 16  0 0.00000 0.17873
2009 11 24 17  0 0.33962 0.16044
2009 11 24 18  0 0.28302 0.06985
2009 11 24 19  0 0.18868 0.02746
2009 11 24 20  0 0.24528 0.02402
2009 11 24 21  0 0.16980 0.02269
2009 11 24 22  0 0.05660 0.02017
2009 11 24 23  0 0.00000 0.01054
2009 11 25  0  0 0.00000 0.00209
2009 11 25  1  0 0.00000 0.00000
2009 11 25  2  0 0.00000 0.00000
2009 11 25  3  0 0.00000 0.00000
2009 11 25  4  0 0.00000 0.00000
2009 11 25  5  0 0.00000 0.00000
2009 11 25  6  0 0.05660 0.00000
2009 11 25  7  0 0.00000 0.00000
2009 11 25  8  0 0.00000 0.00000
2009 11 25  9  0 0.00000 0.00000
2009 11 25 10  0 0.00000 0.00000
2009 11 25 11  0 0.00000 0.00000
2009 11 25 12  0 0.00000 0.00916
2009 11 25 13  0 0.00000 0.06118
2009 11 25 14  0 0.00000 0.09128
2009 11 25 15  0 0.00000 0.15987
2009 11 25 16  0 0.00000 0.17141
2009 11 25 17  0 0.00000 0.11812
2009 11 25 18  0 0.00000 0.10386
2009 11 25 19  0 0.00000 0.21254
2009 11 25 20  0 0.00000 0.22269
2009 11 25 21  0 0.00000 0.15938
2009 11 25 22  0 0.00000 0.09792
2009 11 25 23  0 0.00000 0.03497
2009 11 26  0  0 0.00000 0.00470
2009 11 26  1  0 0.00000 0.00001
2009 11 26  2  0 0.00000 0.00000
2009 11 26  3  0 0.00000 0.00000
2009 11 26  4  0 0.00000 0.00000
2009 11 26  5  0 0.00000 0.00000
2009 11 26  6  0 0.00000 0.00000
2009 11 26  7  0 0.05660 0.00000
2009 11 26  8  0 0.00000 0.00000
2009 11 26  9  0 0.00000 0.00000
2009 11 26 10  0 0.00000 0.00000
2009 11 26 11  0 0.00000 0.00000
2009 11 26 12  0 0.00000 0.00564
2009 11 26 13  0 0.00000 0.07500
2009 11 26 14  0 0.00000 0.22279
2009 11 26 15  0 0.00000 0.33408
2009 11 26 16  0 0.00000 0.26044
2009 11 26 17  0 0.00000 0.27804
2009 11 26 18  0 0.00000 0.32817
2009 11 26 19  0 0.00000 0.33084
2009 11 26 20  0 0.00000 0.27128
2009 11 26 21  0 0.00000 0.17594
2009 11 26 22  0 0.00000 0.10566
2009 11 26 23  0 0.00000 0.05075
2009 11 27  0  0 0.00000 0.01144
2009 11 27  1  0 0.00000 0.00005
2009 11 27  2  0 0.00000 0.00000
2009 11 27  3  0 0.62264 0.00000
2009 11 27  4  0 0.00000 0.00000
2009 11 27  5  0 0.00000 0.00000
2009 11 27  6  0 0.00000 0.00000
2009 11 27  7  0 0.00000 0.00000
2009 11 27  8  0 0.05660 0.00000
2009 11 27  9  0 0.00000 0.00000
2009 11 27 10  0 0.00000 0.00000
2009 11 27 11  0 0.00000 0.00000
2009 11 27 12  0 0.00000 0.00999
2009 11 27 13  0 0.00000 0.04500
2009 11 27 14  0 0.00000 0.14785
2009 11 27 15  0 0.00000 0.22439
2009 11 27 16  0 0.09434 0.32901
2009 11 27 17  0 0.05660 0.31590
2009 11 27 18  0 0.33962 0.28224
2009 11 27 19  0 0.00000 0.21252
2009 11 27 20  0 0.05660 0.16503
2009 11 27 21  0 0.00000 0.11209
2009 11 27 22  0 0.00000 0.06387
2009 11 27 23  0 0.00000 0.03220
2009 11 28  0  0 0.00000 0.00736
2009 11 28  1  0 0.00000 0.00002
2009 11 28  2  0 0.00000 0.00000
2009 11 28  3  0 0.00000 0.00000
2009 11 28  4  0 0.00000 0.00000
2009 11 28  5  0 0.00000 0.00000
2009 11 28  6  0 0.00000 0.00000
2009 11 28  7  0 0.00000 0.00000
2009 11 28  8  0 0.00000 0.00000
2009 11 28  9  0 0.00000 0.00000
2009 11 28 10  0 0.00000 0.00000
2009 11 28 11  0 0.00000 0.00000
2009 11 28 12  0 0.00000 0.00613
2009 11 28 13  0 0.00000 0.04596
2009 11 28 14  0 0.00000 0.10744
2009 11 28 15  0 0.00000 0.20462
2009 11 28 16  0 0.00000 0.26995
2009 11 28 17  0 0.00000 0.26888
2009 11 28 18  0 0.00000 0.34528
2009 11 28 19  0 0.00000 0.34505
2009 11 28 20  0 0.00000 0.24695
2009 11 28 21  0 0.00000 0.24952
2009 11 28 22  0 0.00000 0.14700
2009 11 28 23  0 0.00000 0.03445
2009 11 29  0  0 0.00000 0.00495
2009 11 29  1  0 0.00000 0.00001
2009 11 29  2  0 0.00000 0.00000
2009 11 29  3  0 0.00000 0.00000
2009 11 29  4  0 0.00000 0.00000
2009 11 29  5  0 0.00000 0.00000
2009 11 29  6  0 0.00000 0.00000
2009 11 29  7  0 0.00000 0.00000
2009 11 29  8  0 0.00000 0.00000
2009 11 29  9  0 0.00000 0.00000
2009 11 29 10  0 0.00000 0.00000
2009 11 29 11  0 0.00000 0.00000
2009 11 29 12  0 0.09434 0.00930
2009 11 29 13  0 0.00000 0.08748
2009 11 29 14  0 0.00000 0.19464
2009 11 29 15  0 0.00000 0.28015
2009 11 29 16  0 1.01886 0.25206
2009 11 29 17  0 1.01886 0.18646
2009 11 29 18  0 1.30188 0.17530
2009 11 29 19  0 0.05660 0.13418
2009 11 29 20  0 0.00000 0.10903
2009 11 29 21  0 0.00000 0.11082
2009 11 29 22  0 0.62264 0.09431
2009 11 29 23  0 1.24528 0.03958
2009 11 30  0  0 0.43396 0.00486
2009 11 30  1  0 0.00000 0.00006
2009 11 30  2  0 0.00000 0.00000
2009 11 30  3  0 0.05660 0.00000
2009 11 30  4  0 0.00000 0.00000
2009 11 30  5  0 0.00000 0.00000
2009 11 30  6  0 0.00000 0.00000
2009 11 30  7  0 0.00000 0.00000
2009 11 30  8  0 0.00000 0.00000
2009 11 30  9  0 0.00000 0.00000
2009 11 30 10  0 0.00000 0.00000
2009 11 30 11  0 0.00000 0.00000
2009 11 30 12  0 0.00000 0.01810
2009 11 30 13  0 0.00000 0.09592
2009 11 30 14  0 0.00000 0.13288
2009 11 30 15  0 0.00000 0.11703
2009 11 30 16  0 0.00000 0.11210
2009 11 30 17  0 0.00000 0.19619
2009 11 30 18  0 0.00000 0.21280
2009 11 30 19  0 0.00000 0.19490
2009 11 30 20  0 0.00000 0.20136
2009 11 30 21  0 0.00000 0.15070
2009 11 30 22  0 0.09434 0.07325
2009 11 30 23  0 0.00000 0.01990
2009 12  1  0  0 0.00000 0.00156
2009 12  1  1  0 0.00000 0.00000
2009 12  1  2  0 0.00000 0.00000
2009 12  1  3  0 0.00000 0.00000
2009 12  1  4  0 0.00000 0.00000
2009 12  1  5  0 0.00000 0.00000
2009 12  1  6  0 0.00000 0.00000
